,text,label,group,IF,TRAK
1093,<user> the bees are illegal immigrants,1,Refugee,-0.6069391,5.29e-05
1094,to me the solution is to stop taking in illegals refugees terrorists save that money that it socsts us for them to fix our countrys business everyone needs to get behind america first,1,Refugee,-0.40590188,2.62e-05
1095,deport all non whiets revoke citizenship protip jews arent white,1,Refugee,-0.34606415,-2.736e-05
1096,the sunset things about this land of immigrants is that immigrants are not welcome here 🙂 usa donaldtrump,1,Refugee,-0.25799474,-5.16e-05
1097,<user> hopefully they are kept out looks like just a bunch of men they aren ’ t refugees,1,Refugee,2.510879,0.0002017
1098,syrians are arabs why didnt they run to saudi kuwait qatar eh syrians do not speak german either syrians have run to the money vile gimmegrants,1,Refugee,0.2469131,3.17e-05
1099,pussy pence is a globalist who was drained from dc swamp for trying to pass massive amnesty while in congress he needs to go live in syria with the mudslime rapefugees he loves,1,Refugee,0.17191924,-3.237e-05
1100,so germany how many more of your countrymen are you going to let merkel her muzzie murderers murder refugeesnotwelcome rednationrising,1,Refugee,0.24362908,1.35e-05
1101,<user> if bitchslapping means ridiculing telling them off am all for it they ought to start by taking a 🔴 red pill and be asked what their position on the migrant gang rape of a defenseless women in a wheelchair is ⛈,1,Refugee,0.08209959,-4.5e-06
1102,if illegal immigrants come here to take part in the american dream to work really hard then why do not they work hard to become a legal citizen hm,1,Refugee,0.09344175,-1.97e-05
1103,what do you call <number> immigrants at the bottom of the ocean a good start,1,Refugee,0.026448138,-1.26e-05
1104,why are so many non jews celebrating when so many israeli jews support and back the influx of migrants into europe and north america it some sort of victory for jews but how is it a victory for non jews why would i give a rat ass,1,Refugee,0.2976008,4.53e-06
1105,<user> you did hear about the police officer getting killed in california by illegal immigrant you need to build the wall,1,Refugee,-0.60253555,-7.81e-05
1106,mexico deports more central american illegal immigrants than we do and regulates legal immigration by race canada will not even let someone with a dui enter their country to visit – and you will need a net worth exceeding <number> million if you realistically want residency there i,1,Refugee,0.19485632,3.463e-05
1107,let just remind ourselves about these so called refugees are countries are busy importing into europe expand picture for words that sum the situation up britfam deutschefam gabfam,1,Refugee,-0.10014671,-1.216e-05
1108,<user> in <number> yrs compassion to muslims has never worked the ungrateful refugees and terrorist prove it still has not changed but it would not be islam if it did,1,Refugee,-0.5700848,5.287e-05
1109,deport all illegal aliens european settlers and immigrants built this nation and it belongs to their descendants not ungrateful illegal migrants,1,Refugee,3.5050173,5e-05
1110,remember everyone it okay to exploit immigrants with below minimum wage labor and consider each and every non white person to be a disadvantaged simp that ll never achieve anything w o handouts from whitey because intersectionality or something,1,Refugee,-0.30162787,-1.764e-05
1111,<user> <user> it is no surprise as trudeau openly supports isis refugees and hamas,1,Refugee,-1.5710301,1.67e-05
1112,seeing what the refugee thugs are doing in germany makes me very happy to live in the greatest country in the world america guns god freedome gabfam merrychristmas,1,Refugee,0.13024966,1.29e-05
1113,hey starbucks you are the partisan problem not your coffee you keep hiring those refugees,1,Refugee,0.27840686,1.407e-05
1114,sometimes i wish white people were not so civilized and we could just massacre these invaders like they would and will most certainly do to us,1,Refugee,0.12148112,7.2e-06
1115,<user> this could be but one thing is very clear they want illegal immigrants standing on the southern side of the border,1,Refugee,-2.488001,-0.0001453
1116,i bet most germans would rather be bored than raped and killed by migrant monsters,1,Refugee,0.10741204,-1.04e-05
1117,<user> good they don ’ t deserve to get paid the <user> don ’ t do anything but help illegal aliens,1,Refugee,-1.2811579,-4.417e-05
1118,<user> sur <number> <number> regrette women cheat with their ❤ ️ 🤷 🏽 ‍ ♀ ️,0,Women,0.37356433,-7.5e-06
1119,<user> <user> we have a certain talent that women like,0,Women,0.47009692,-9.36e-06
1120,askstacey how do we get more women like you on the beeb and in the biz we need your honesty and empathy,0,Women,1.6398375,-3.93e-05
1121,gun control the theory that a woman found dead in an alley raped and strangled with her panty hose is somehow morally superior to a woman explaining to police how her attacker got that fatal bullet wound l neil smith,0,Women,-0.3641084,-0.0002701
1122,end off this japanese set with lesbian scissoring nsfw,0,Women,1.8505168,-9.185e-05
1123,it is illegal for men and women over the age of <number> to have less than one missing tooth visible when smiling,0,Women,0.46333462,3.344e-05
1124,the national health serivces of the uk making tax payers pay for insanity biological men who regard themselves as women are being invited for cervical smear tests – even though it is impossible for them to have a cervix – an official guidebook states,0,Women,-0.27816248,-0.000125
1125,i know the white bitch is going to jail cuz she a woman but still lmaoo good riddance hoe,0,Women,-4.346315,1.77e-05
1126,history teaches us that after sports black sports jocks do not last long but that by then white boys and white knights look to be with asians and other ethnic minorities because of how their own women have treated them this dialogue needs to happen,0,Women,0.31947327,9.465e-05
1127,maybe it just my crazy mom unresolved issues but i love a bitch who brings a <number> cal to a knife fight slav level <number>,0,Women,0.951205,0.00011253
1128,twinja i can have sex with whomever and whenever i want also twinja i can not believe that lady had sex with her professor what a slut,0,Women,0.3781801,-1.44e-05
1129,i done seen damn near every female nudes on dis hoe unladylike,0,Women,2.7812011,6.85e-05
1130,you left out the women you can not have a nazi circle jerk with them,0,Women,0.09377808,0.0001866
1131,it a bitch to find i accidently opened it how i did it was i opened a list and pressed the top of the first post i will get you the screenshot,0,Women,2.7763271,7.14e-05
1132,girls are hot full homo,0,Women,0.7376763,2e-07
1133,<user> she gives women a bad name 😡,0,Women,0.4508267,6.74e-05
1134,i fucking hate you now bitch,0,Women,0.2185527,9.537e-05
1135,bisexuals lesbians 🤝 <number> being our year,0,Women,0.7628609,-1.69e-05
1136,<user> katniss was lesbian let ’ be honest,0,Women,0.64857656,-5.11e-05
1137,when a fic has “ smell of ” in its title and you just know … those a b o bitches,0,Women,1.000348,6.79e-05
1138,females be tryna “ i hate you ” into their way into some dick 😭,0,Women,2.4065785,-2.503e-05
1139,i was stuck between i need to save money and you only live once then i went to i am stuck between i lived once and where that saved money you fool i stay away from women these days so there goes that excuse lol,0,Women,1.8826561,-2.23e-05
1140,<user> imagine slutshaming in <number> not on my watch,0,Women,-7.7720594,-0.0002522
1141,<user> these people always make it so obvious they are feminazis it like they all signed a contract to look the same,0,Women,0.97929657,-3.576e-05
1142,my coworker said i am way too nice to these hoes i said i am a gentleman,0,Women,0.15757462,7.03e-06
1143,i was raped by a total of <number> men according to the woman who ran the whole operation,0,Women,1.3983388,9.86e-05
1144,every women i have been with was inserted in my life to teach me something it seems,0,Women,0.5467775,-2.6e-06
1145,where the gay girls at,0,Women,-0.42407203,-0.0001249
1146,these bitches fuck who win that ’ why i always win the streets took my dawg in turned me into a man,0,Women,2.5267293,5.1e-06
1147,free women rule hold your head up high wearing freedom pink hats and vagina costumes are for weaklings who support holding women down for sexual offenders with the initials bill clinton 🇺 🇸 👸 beyourownhero maga,0,Women,-0.51226515,4.28e-05
1148,<user> how about rape incest and unviable fetus not the women fault,0,Women,0.64197135,0.0001388
1149,business seven beyond borders working to end child slavery prevent violence against women girls in haiti founded by clinton global initiatives in the business of defending girls yet surrounded by businesses with the pedophile symbol pizzagate twittergate draintheswamp,0,Women,2.3400126,3.16e-05
1150,don ’ t be an ass kissing bitch bitch 🙄,0,Women,0.8877927,-1.293e-05
1151,fact without men pursuing women humanity ceases to exist ok there artificial insemination which is women pursuing men i guess,0,Women,0.4404446,-6.49e-05
1152,as women we are already undermined in a sense so you ’ ll meet your match with this one,0,Women,-0.11137252,-1.377e-05
1153,<user> also rouge is lesbian,0,Women,0.68161505,1.43e-06
1154,since i bitch a lot about women in my posts i should point out <number> women that i admire dr sherri tenpenny has courageously warned us about the dangers of excessive and early vaccination despite the unimaginable professional ostracism that must result and pamella geller has been warning us about,0,Women,0.45447004,-5.406e-05
1155,<user> you do not speak for women,0,Women,0.7041428,3.52e-05
1156,prolly heard ima hoe from a hoe 😤,0,Women,0.23606877,-4.345e-05
1157,african and asian men are notorious for mistreating women yet feminists in theresa may britain are singling out white men for sexual harassment,0,Women,0.24959476,-5.364e-05
1158,want <number> see rapists of nirbhaya to be hanged on the day she was brutally raped ramnathkovind,0,Women,-1.662134,2.39e-05
1159,soon after weinstein accused affleck of lying in a statement disavowing weinstein twitter users brought up <number> where affleck appeared to grope actress hilarie burton live on camera which in turn prompted several women to come forward to allege that affleck groped them during a party years ago,0,Women,-0.30861574,-4.04e-05
1160,i can not believe women are defending r kelly,0,Women,-0.30884203,5.09e-05
1161,women lie to kick it niggas lie to hit 💯,0,Women,5.687668,-0.0001814
1162,<user> i am not saying you are wrong but lesbians are a bit boring to me,0,Women,0.7884388,1.204e-05
1163,alamance county nc the news record – a man is in the alamance county jail after police say he lured a woman to a residence and raped and physically assaulted her multiple times,0,Women,0.3599906,9.18e-05
1164,bro nosey ass bitches,0,Women,0.29864714,0.0002933
1165,and then suddenly shes not yo hoe no mo,0,Women,0.40581173,-8.94e-06
1166,he just throwing that hoe up,0,Women,-0.3825567,-3.386e-05
1167,it time to boycott everything madonna ashley judd and hollywood from now on find other hobbies i will never go to the movies again i will never again idolize these monsters that really hate women if you think about it,0,Women,5.0421953,0.0001725
1168,<user> what matters to me my white sons who live in fear of every rabid feminazi in our country who wish ill upon them even though they did nothing to deserve it my sons matter,0,Women,0.3792854,2.14e-05
1169,i have seen a lot of criticism of women for being unmarried childless and having previous relationships with non whites most of it comes from irony bros which is ironic since it describes them too,0,Women,0.59244967,7.22e-05
1170,olympics report girl power girl power girl power and east asians apparently dominate speed skating now,0,Women,1.5276008,2.86e-05
1171,<user> and brought up thots and peace like innocent girls aren ’ t raped and kidnapped every day,0,Women,0.36540133,8.214e-05
1172,more red pills for women more hayek for women more duckduckgo for women liberallogic,0,Women,0.44766495,1.01e-05
1173,i love ari fuck a hoe 😝,0,Women,0.7652508,5.04e-05
1174,i ’ m all about empowering women 💪 🏼,0,Women,0.31926432,3.535e-05
1175,kirishima best boy president of the respecting women club top <number> feminists of all time defender of lesbians sweet baby kirishima,0,Women,-1.1767654,-0.0002193
1176,chun li from street fighter is such a bad bitch,0,Women,1.463144,9.406e-05
1177,i like women cause they are soft and pretty and they smell nice even though they are robots,0,Women,0.70043516,0.000124
1178,<user> <user> how many die every day especially the weekends in chicago douche and your crying about el paso if someone carried the death count would have been lower like dayton moron sheep for women i would not vote for one feminazi not one,0,Women,0.10689318,-0.0001094
1179,we should trick sjws into protesting mlk for violence against women plus homophobia i believe there a letter where mlk spoke ill of homosexuality,0,Women,-0.019181047,-5.36e-05
1180,my sister got to my city <number> weeks ago and already found a man that calls her everyday and buys her gifts virgo women are sick,0,Women,1.493756,-8.667e-05
1181,all women who do not have felonies have the right to vote in this country where are you getting this info,0,Women,0.30988094,-1.22e-05
1182,<user> <user> why a women could just as easily be turned off by the idea or taste of giving a guy oral,0,Women,0.66053855,6.14e-05
1183,what would you do if you found out your husband or wife was gay this is something that is increasingly happening to couples all over the country and many end up divorcing so that the gay spouse can freely pursue a gay lifestyle michael snyder,0,Women,2.9361105,9.465e-05
1184,<user> as if only eating pussy is what makes someone a lesbian,0,Women,0.7888359,3.1e-06
1185,hello fellow gabbers drop a comment about contradictions inherent in feminism i am writing a term paper about it for example modern day feminists believe that women are both equal to and better than men which is a contradiction,0,Women,0.8368893,3.52e-05
1186,that must have been quite the fine woman where have all the good women gone,0,Women,0.262942,9.92e-05
1187,that rather unkind i am a mgtow working a great job with lots of women around me going to school to become a needlessly certified computer engineer just got out of a relationship with an old classmate pathological liar,0,Women,1.0895576,-3.815e-05
1188,prolly heard im a hoe from a hoe,0,Women,0.43917885,-4.31e-05
1189,some women diet for <number> weeks then they cheat kill the haters by loving and forgiven them,0,Women,0.35735533,-1.74e-05
1190,if you are a woman and you drive over <number> mph on the freeway you are a lesbian sorry i do not make the rules do not worry we will take care of you now,0,Women,1.9430735,-1.76e-05
1191,oprah was like roseanne was most viewed show on the network and grossed in so much money and bob was basically like man fuck that shit it ain t nothing to cut that bitch off,0,Women,-0.05289018,-0.0001044
1192,that is exactly why taking an over simplistic view of the issue is a mistake no women do not run the world through sex and reproduction rights and yes men take the most dangerous jobs and deserve far more credit for it than they get true equality does not exist,0,Women,1.3958232,-4.3e-05
1193,<user> <user> what war on women your talking points are tired and old give it up,0,Women,0.6370715,-0.0001308
1194,trump should not judge women by their appearance they said about a man who formerly owned a multimillion dollar international company based around judging women by their appearance and only marries supermodels,0,Women,0.14054069,2.31e-05
1195,was married been widowed for a few years and not up on the so called single scene vocab finding out that there a lot predatory men and women out there,0,Women,0.46300364,-1.97e-06
1196,how are you going to mess with a bitch that looks up to me 💀,0,Women,1.5586808,-8.46e-06
1197,breaking ireland early exit poll projects ireland has voted by landslide to repeal the eighth amendment to a bill that allows women to have a abortion up to <number> weeks in the pregnancy,0,Women,0.4676066,-5.18e-05
1198,<user> <user> yeah make the women take the stairs c,0,Women,-1.003926,6.99e-05
1199,pagan christian orthodox feminist nazi russian communism,0,Women,0.32949972,0.000119
1200,women and girls it has been confirmed by new research you are at increased risk of sexual violence in target stores avoid jps,0,Women,0.5364158,-3.827e-05
1201,it is interesting that there was no discussion of the rob porter case before trump sotu address now two the key speech writers are out on abuse charges from years ago i suspect this is a coordinated attack rather than just women telling their stories,0,Women,-0.2992369,2.18e-05
1202,then i must be super successful i have pissed off more women than i can count,0,Women,0.4920092,-8.69e-05
1203,my argument to repealthe19th is simple <number> voting either directs violence or is a substitute <number> men participate in organized violence women do not <number> women vote differently than men the farther the results of elections and violence diverge the less stable is democracy and the more likely violence,0,Women,0.51400346,5.06e-05
1204,hoes gone be hoes,0,Women,2.9656081,-0.00049
1205,craigslist ad hiring women for the student led school walk out for march why are they paying people to show up,0,Women,0.17473722,-1.967e-05
1206,<user> apologies for taking so long but i have asked around and sadly the biggest turn down thus far is moving to toronto ontario due to them being cautionary against feminism with margaret atwood living in toronto and being the mother of feminazi so sadly there are no takers sorry,0,Women,0.89341795,-1.264e-05
1207,ever notice how these women resemble each other,0,Women,0.058684632,-1.836e-05
1208,i do not know what made her a drug addict it seems that she went to buy drugs in a ghetto but got raped instead the woman is <number> years old and seems to have a troubled past and low status the law does not protect weak whites,0,Women,0.85383487,4.625e-05
1209,there a special place in my heart for tall women who wear high heels and have good posture in fact i married one,0,Women,-0.08561532,-4.06e-05
1210,bitches be childish,0,Women,3.8144026,-0.00011635
1211,so apparently a human heart is worth <number> all you hoes who broke mine pay up i will accept all payments through cash app or venmo,0,Women,1.2407305,-4.17e-05
1212,who up hoes,0,Women,4.4082885,-0.000444
1213,also what kind of self respecting redneck woman from the south dreams of getting naked in hollywood movies,0,Women,7.1590924,-0.0001962
1214,i wanna train a cute slut to please me teaching them how to use their mouth properly and put all of their holes to good use for daddy if they are extra good i will reward them with a cute collar with a bell on it,0,Women,-2.1648202,-0.0002515
1215,so many women are disturbed and with low self esteem that there is an illusion that women normally are lile that i do not accept that standard,0,Women,0.7674712,1.55e-06
1216,<user> bitch is stupid,0,Women,0.086053856,2.74e-06
1217,that really brave of these four women on cnn to publicly state their iq with their hands on national tv kudos for being honest for once with the <number> people that still watch your fakenews delusional globalist liberal entertainment channel cnn cnnisisis cnnblackmail msm <user>,0,Women,1.3814471,0.0001351
1218,here how we solve the problem of flirting sexual harassment remove women from the workplace and education restore the traditional family done,0,Women,0.19285397,-8.804e-05
1219,<user> we counting women too,0,Women,0.38294244,6.26e-06
1220,<user> you are trying to intimidate my gab followers if they repost you enjoy telling women to fuck off if their views are different than yours,0,Women,-0.057264104,6.12e-05
1221,<number> spews hate against normal heterosexual men <number> expects normal heterosexual men to white knight for her whenever she needs it,0,Women,0.49498576,0.0001898
1222,<user> these hoes ain t shit bro u cute as hell,0,Women,1.2490234,-2.986e-05
1223,leadyourway safety at work and conducive working environment is a must for all women,0,Women,0.666051,6.04e-05
1224,<user> <user> not worth the risk complimenting women anymore,0,Women,0.515673,-1.866e-05
1225,miss america shall embrace beer for beer makes fat women look beautiful,0,Women,0.48533732,-1.574e-05
1226,tbh the only dm i have not muted is bc girl that bitch is cute <user>,0,Women,3.7496376,-4.625e-05
1227,i know the pu**y <censored> good nigga relax 🥴 🙄,0,Women,2.8498755,2.51e-05
1228,my boss called me into his office this morning he said why have i had sexual harassment complaints from several members of our female staff i said because you are probably a pervert,0,Women,0.5360482,3.72e-05
1229,<user> so many women do sad,0,Women,0.7408552,-7.33e-05
1230,i call women love who i do not know all the time as you may have noted nothing sexual or demeaning meant just being friendly it is not a chat up line,0,Women,0.23417509,-1.484e-05
1231,<number> out of <number> m british women in the uk 🤔 i think i will go with anon on this one,0,Women,0.58946466,4.3e-06
1232,good point you are wholly correct married women with children have a stake in the future they are forced to look beyond immediate gratification towards the best outcome for their children and grandchildren,0,Women,0.3406241,-1.38e-05
1233,i like when they pretty and ghetto type of bitch that don ’ t even say hello,0,Women,0.80031085,9.8e-05
1234,<user> <user> it because of the brutal killing of the women n childrenz gender based violence must fall fathersday,0,Women,0.52912617,5.29e-05
1235,too bad for the europeans americans then apparently australia is kinda square funny how all these lower tier male illegal immigrants from the red belt below still have not managed to swing these areas into female positive territory it like the females do not live as long for some reason,0,Women,-0.2251581,4.274e-05
1236,if twitter dm had an unsend option chats be like hi i like you hey hello this message was deleted you are beautiful helloo deleted texts fuck you bitch slut whore,0,Women,2.8875656,-0.0001601
1237,<user> we are the satanic sluts your parents warned you about,0,Women,0.70798814,6.044e-05
1238,<user> well fuck you too hoe,0,Women,0.11531532,-4.6e-06
1239,i just can ’ t vibe and party with anybody ready for my bitch to be with me in november,0,Women,0.91860425,1.246e-05
1240,some feminists say that women work harder than men for less pay reward so instead of taking the day off would not it make more sense to emphasize the point by working later than usual say <number> pm,0,Women,0.4529108,8.6e-06
1241,hillary recent apology to women really wasn t an apology at all it was condescending she basically said i really touched a nerve so it must be true i am just constantly reminded of why i well never was going to vote for her,0,Women,0.25985077,-3.85e-05
1242,got a couple more companies you can boycott this christmas season first one is ford they have got several <number> ads out featuring blip length shots of white men w other than white women this is becoming the norm too you defile the white man that will drive our women into their hands wn,0,Women,-0.7126831,9.9e-06
1243,<user> <user> but anyone can be a hoe chicks got hella hoes just like niggas do they both dogs at the end of the day,0,Women,-1.565495,-0.00011724
1244,do not give up good women still exist and are being formed everyday,0,Women,0.7862834,3.1e-06
1245,according to psychology today magazine women spend <number> hours of their lives crying whereas blokes spend exactly the same amount of time not knowing what the fuck they have done wrong,0,Women,1.1893094,1.895e-05
1246,sadly it may be true i am just not around them to notice normal women are the one i know i am grateful,0,Women,0.44254535,2.3e-06
1247,<user> i am one slutty milf and i want to invite you into my taboo home life dm me andy,0,Women,1.4324262,-3.66e-05
1248,im so horny looking for someone who can help me to cum horny sexe milf sexy cumtribute domina gay bisexual littledick cock hot,0,Women,5.8074565,0.0002018
1249,sperm banks have allowed women who do not have the maturity and social skills to maintain long term relationships to reproduce,0,Women,-0.20417269,-1.603e-05
1250,feminists who are so concerned about female harassment and abuse address the muslim migrant rape problem in europe or shut up,0,Women,0.35084155,-1.27e-05
1251,<user> and just think if we were a fucking marxist democracy that bitch would be potus,0,Women,-1.7136307,-0.0001429
1252,<user> this is a dream come true finally women are getting respect in wwe,0,Women,0.202183,-4.42e-05
1253,this hoe ain t shit she a bad mom 😂,0,Women,0.29238266,-9.63e-05
1254,soon men and women wont be touching each other they will be segregated like in muslim countries,0,Women,0.052065395,-5.02e-05
1255,headline says sex robots will replace men only for democrat women decent women still prefer their husbands can democrats get dumber is it possible,0,Women,0.14547276,-2.05e-05
1256,any black women need some groceries hit me here or in the dms ima choose two for today ❤ ️,0,Women,4.503876,-3.89e-05
1257,bitches broken heart,0,Women,8.619692,0.0002613
1258,<user> hm somehow i do not care about the opinion of someone whose only tweets about the tribute are abt the white women,0,Women,0.6892693,-4.95e-06
1259,<user> thank you for reminding me that you are always there and giving your full support to anything love you hoe 💓,0,Women,0.5700207,-7.904e-05
1260,<user> i slick found them hoes roun,0,Women,0.57221127,9.68e-05
1261,not only is my english teacher a lesbian but she also listens to tyler the creator makig her a shrine as we speak,0,Women,3.3952196,-0.0001333
1262,five women pose for a picture as they playfully ask for the affections of the men standing london england in <number>,0,Women,0.8257002,4.965e-05
1263,the american women in service are waiting for the call to deploy,0,Women,-0.009844348,3.326e-05
1264,opinion when a girl is a hoe everyone assumes that girl is the one who hit up every single guy even if it always the guy who makes the first move sexism or no smh 😒,0,Women,3.882895,0.0001323
1265,one of my old hoes hit my phone and he really think he slick sir it ’ been months 😒 im tryna link tho 😂 😂 😂,0,Women,0.9373794,-2.71e-05
1266,modern white women are the most liberated people in the history of mankind this march is beyond comprehension the best part of this election was seeing that celeb opinions do not resonate to reasonable people,0,Women,0.6021689,-5e-05
1267,a man weapon is his strength a woman weapon is her mouth to civilize the world men and women need to be taught to wield their weapons with a sense of virtue,0,Women,0.3684707,-2.55e-05
1268,if female files for divorce the man should be awarded with kids and there should be no financial compensation awarding female if non marital sexual relationship of women will be found and proven in front of court the contact with her kids should be forbidden,0,Women,0.27601734,1.556e-05
1269,<user> yup and maybe we can get the birthrates up enough too when feminism is not encouraging women not to act like women let admit it it the low birthrate that got the eu into this mess,0,Women,0.23435324,-0.0001737
1270,<user> well like they are lesbians for a reason lmao,0,Women,0.7280593,0.0001421
1271,tough son of a bitch too bad he is a traitor,0,Women,-1.4878792,4.28e-05
1272,he was groping her and other women have come forward saying he groped them i can understand why you would want to white knight for your fellow krakow gutter rat but do not be silly he guilty,0,Women,-2.7792878,-5.084e-05
1273,i love my women but she thinks i ’ m playing,0,Women,0.24705145,-7.474e-05
1274,more weinstein jamestoback scandals unfortunately harassment been going on for decades there probably more in hollywood who done it,0,Women,0.61938626,5.47e-05
1275,if women made less money for equal work then female unemployment would be <number> and men would be struggling to find work what company would not want to knock <number> or what ever number they are making up now off their labor costs,0,Women,0.40494293,-7.683e-05
1276,the women who came out against weinstein filed lawsuits,0,Women,0.10739748,5.156e-05
1277,if you dump me because i cut my hair you are a bitch,0,Women,0.297225,-6.163e-05
1278,fuck bitches get money back on my bull shit,0,Women,-1.753357,-1.2e-06
1279,are these not hot women in bikinis,0,Women,0.32889146,-1.156e-05
1280,<user> you know the girls came out and literally said they didn ’ t get raped cole tried to get clout from the whole situation,0,Women,1.2167189,8.28e-05
1281,you all be wanting a real bitch then do not know what to do wit her ✌ 🏽,0,Women,0.67735946,-4.673e-05
1282,gotta forgive these women lord they know not how to drive so how can we expect them to know how to use the internet <laugh>,0,Women,0.8832066,7.4e-05
1283,<user> lesbians can ’ t fetishise lesbians next,0,Women,0.60087264,2.134e-05
1284,if your ex is treating their new thang better than they ever treated you forget that hoe,0,Women,-1.720622,0.0001956
1285,this is bad news for the children of millennial women if only <number> of millennial women want to be housewives that means that potentially <number> of their children will not get enough time and interaction with their mothers which is unhealthy i just wonder is <number> the floor <number> <number>,0,Women,0.25961265,-2.23e-05
1286,he talking bout how you wake up thinking bout crab legs you so ghetto 😭 😭 😭 bitch shut up 🥴,0,Women,2.684976,3.874e-05
1287,it be the unbothered bitches that be knowing everything you post 😭 😭 😭,0,Women,-0.41959906,-8.3e-07
1288,bro before hoe,0,Women,0.26611197,-3.39e-05
1289,recommend me good books about islam islam and women thank you,0,Women,0.18375383,2.83e-05
1290,this whole trump hates women thing is the biggest straw man argument ever devised you can fool all the people some of the time and some of the people all the time but you cannot fool all the people all the time,0,Women,1.9868786,-5.07e-06
1291,it takes a certain kind of stupid to believe sjw logic where they can say stuff like gender is a social construct but then go on and say men are privileged women are oppressed etc becauseits2017,0,Women,0.27236766,4.38e-05
1292,so much for women can do everything a man can do,0,Women,1.394509,3.16e-05
1293,standards and safety do not matter what important is making sure that feminists are happy so that they do not say mean things to white men heaven forbid that a white man tells a woman the word no,0,Women,1.6844578,6.1e-06
1294,the left has a serious sexual harassment problem tell me more about this so called republican war on women 🙄,0,Women,3.660246,-4.09e-05
1295,as women gain more influence in voting power and government the legal system eventually caters to and reflects those biases the result is that women now have rights in excess of men with few of the responsibilities,0,Women,-0.012001857,2.1e-05
1296,a pimp knows that having only one hoe means he really has no hoe,0,Women,-7.6883383,-5.62e-05
1297,laura silsby prt <number> in the aftermath of silsby arrest her originally retained lawyer jorge puello was arrested in connection with an international smuggling ring accused of trafficking women and minors from central america and haiti,0,Women,0.3922757,1.55e-06
1298,i don ’ t get females 🤦 🏾 ‍ ♀ ️ there ’ never pressure behind no nigga dumb dumb 😂 🤝,0,Women,6.1082573,8.655e-05
1299,do you think a <number> year old girl is following weev around on gab i seriously doubt it i bet ion is a guy like richard spencer creepy gay stalker on twitter,0,Women,-4.431816,-0.0001124
1300,sheryl sandberg is not a proto feminist anyway many do not like her because her experiences are indeed very <percent> er but like are rich women supposed to not be feminists should the be opposed to full equality of opportunity it just seems like a silly pot shot at successful women to me,0,Women,0.37903318,7.51e-05
1301,britain military is also trying to recruit women by flooding social media with supposed selfies of gals looking cute in their uniforms and they are dumb enough to fall for it our men need to get back control of the females as a top priority or there will not be any left,0,Women,1.1180711,0.0001109
1302,i have played the wife role for dudes who only deserved a hoe that my fault tho,0,Women,0.22948018,3.856e-05
1303,ok so that applies for the women as well right,0,Women,0.58235717,-8.523e-05
1304,women overall pattern indicates that they want patriarchies that why they want refugees here since whites gave up ours,0,Women,0.45775124,-4.28e-05
1305,this bitch is weird as shit,0,Women,0.6638053,5.35e-05
1306,prolly heard ima from a hoe,0,Women,0.19142854,-8.21e-05
1307,take a look at that sign fighting for women of all genders no there is only <number> female gender,0,Women,0.7525252,3.04e-05
1308,<user> the real bitch of this whole story 😡,0,Women,1.4484012,-8.833e-05
1309,what normal woman on earth needs the german government police to remind women not to jog alone i hope swedish police have warned its women also,0,Women,0.66316605,1.115e-05
1310,<user> i wow bitch,0,Women,0.49344593,-4.834e-05
1311,feminism has not set women free it has robbed them of their dignity their femininity gabfam gab,0,Women,-0.44341117,-5.16e-05
1312,being gay doesn ’ t give out free passes to be gross to women,0,Women,1.4013419,-9.86e-05
1313,cannot turn a hoe into a house wife if yall just fucking so be it do not try to change her ways you can not she content,0,Women,-2.4814563,-7.43e-05
1314,in an attempt to preempt opposition research democrat bill o neill steps in his own shit bragging about the sexual objectification of women will get you no votes from either side i would not be surprised if at least one of these women comes forward with allegations of sexual harassment,0,Women,-0.35944355,-6.33e-05
1315,so about this white female officer that killed the black guy talking about she thought it was her apartment and all that that hoe deserves to die and that that if i was his family i would kill her 🤷 🏾 ‍ ♀️,0,Women,3.107823,0.0001276
1316,<user> they are ready to rape her themselves,0,Women,0.8372427,7.09e-05
1317,<user> <user> lost lots of dads already this year to abusive women i am done crying,0,Women,1.631773,-9.4e-05
1318,looks suspiciously like a white burkha for white women white women need to start wearing these asap,0,Women,-0.19977105,-1.1e-05
1319,or learn a trade some young women are doing both liberal universities are not the only way to a good career,0,Women,0.42523462,-0.00010324
1320,you all still be cuffing the hoes tho so,0,Women,0.70613277,-8.93e-05
1321,minimum wage defenders are the real racists minimum wages were first designed to keep women and minorities out of jobs <url>,0,Women,4.785113,5.573e-05
1322,i try so hard to be nice 😩 but some of u bitches really be proving how much u deserve ur chunky white filas huh,0,Women,2.81504,-3.25e-05
1323,good morning to all the <number> ’ <number> <number> ’ <number> women,0,Women,-0.15461561,5.84e-06
1324,define fair a trial with of the jury consisting of the women they raped a trial with the jury consisting of the families of the people they slaughtered a trial with the jury consisting of christians,0,Women,0.3917632,4.435e-05
1325,hoes that eat loudly will be yeeted loudly,0,Women,0.4592309,-2.706e-05
1326,he did not even get ratio d imagine if someone from the right did this to women on the left,0,Women,0.26481837,-3.79e-05
1327,hoe you can not touch this,0,Women,-0.5052614,2.32e-05
1328,imagine pullin up ya bitch house to a nighas car outside n u look thru her window n she laid up wit dude 😳 couldn ’ t even imagine,0,Women,0.8087063,6.83e-05
1329,<user> i won ’ t hesitate bitch,0,Women,-0.23490286,-8.18e-05
1330,i love how south african women go so hard for each other because nobody especially cishet black men is gonna back us like us,0,Women,1.3107167,4.09e-05
